요리명,조회수,조리방법,재료,인분수,난이도,조리시간,체크할 재료
삼겹살오일파스타,17376,볶음,돼지고기 삼겹살 1줄| 파스타면 1인분| 마늘 6개| 청양고추 1개| 달걀노른자 1개| 올리브유| 파마산치즈가루| 파슬리| 소금 2큰술,1인분,초급,30분이내,치즈 달걀 마늘 파스타 고추 돼지고기 
삼겹살조림,2350,조림,삼겹살 1+1/2쪽| 마늘 3알  데리야끼소스 2T| 간장 1t| 파| 후추| 통깨,1인분,아무나,10분이내,마늘 
삼겹살조림덮밥,61,조림,돼지고기 삼겹살 300g| 마늘 10알| 양파 1/4개| 대파 1/4개| 달걀 1개  진간장 1.5T| 노추 0.5T| 설탕 2.5T| 미림 3T| 다진마늘 0.5T| 물 300ml,1인분,초급,30분이내,달걀 마늘 대파 양파 돼지고기 
삼겹살차슈덮밥,1707,조림,삼겹살 180g| 밥 공기밥 1공기| 대파 1/2개| 마늘 4알| 고추 1개| 통깨 5g  설탕 1T| 다진마늘 1T| 간장 2.5T| 굴소스 1T| 미림 50ml| 물 160ml,1인분,아무나,15분이내,마늘 대파 고추 
삼겹살초밥,6774,기타,대패삼겹살 10줄| 부추 1/2줌| 양파 1/2개| 쯔유 /간장 2T| 설탕 1T| 참기름 1/2T  밥 1공기| 식초 2T| 설탕 2T| 소금 1꼬집,1인분,초급,15분이내,부추 양파 
삼겹살콩나물무국,19335,끓이기,삼겹살(분량추가가능) 70g| 무 170g| 콩나물 100g| 대파 1/2~1개| 마늘 2톨  국멸치 7마리| 다시마(5x5) 1장| 물 4+1/2컵| 고춧가루 1+1/2스푼| 참기름 1스푼| 국간장 2스푼| 후춧가루 약간| 소금 2티스푼,1인분,아무나,30분이내,콩나물 마늘 대파 무 
삼겹살파스타,17258,볶음,삼겹살 100g| 스파게티 1인분| 샐러드채소 1줌| 양파 1/2개  간장 1T| 식초 1T| 올리브유 1T| 설탕 1/2T| 고추가루 1/2T| 다진마늘 1/2T,1인분,아무나,30분이내,마늘 양파 고추 
삼겹살팽이버섯덮밥,3527,기타,삼겹살 1줄| 팽이버섯 1봉지  굴소스 1| 다진마늘 1티스푼| 맛술 1,1인분,아무나,10분이내,팽이버섯 마늘 
삼겹살플레이트,10751,볶음,삼겹살| 양파| 마늘| 허브맛솔트| 버터| 양배추  간장 3수저| 매실액 1수저| 올리고당 2수저| 다진마늘 1수저| 커피가루 1수저,1인분,아무나,15분이내,양배추 마늘 배추 양파 배 
삼겹알배추찜,1008,찜,알배추 1/2개| 냉동 삼겹살 150g| 숙주 200g| 소금| 후추| 청주 또는 소주 2T  진간장 2T| 식초 1T| 알룰로스 1T| 깨소금 1T| 연겨자 1/2T,1인분,초급,30분이내,숙주 배추 배 
삼계구이,5321,굽기,영계 500그램내외| 인삼 1뿌리| 통마늘 5개| 대추 1알| 찹쌀 1/2컵  참기름| 허브솔트| 후추,1인분,초급,90분이내,마늘 
삼계만두,986,찜,닭고기다짐육 100g| 돼지고기다짐육 50g| 간마늘 1T| 두부 40g| 부추 20g| 후추 약간| 소금 약간| 진간장 약간| 만두피 1통| 닭발(손질된것) 1kg| 대추 10알| 인삼(삼계탕재료)| 통마늘 10알,1인분,초급,15분이내,닭 부추 마늘 돼지고기 두부 
삼계밥,61,끓이기,현미쌀 1.5컵| 닭가슴살 1개| 인삼 1개| 표고버섯 3개| 마늘 4개| 부추 조금| 물 500ml,1인분,아무나,60분이내,표고버섯 닭 부추 마늘 
삼계찜,4624,찜,인삼 2뿌리(약60g)| 닭가슴살 1쪽(약150g)| 대파 흰부분 10cm| 마늘 2쪽| 대추 2개| 건표고버섯 2장  소금 1/2밥숟가락| 간장 1+1/2밥숟가락| 설탕 1/2밥숟가락| 참기름 1밥숟가락| 후춧가루 약간| 감자전분가루 3밥숟가락,1인분,초급,30분이내,표고버섯 닭 마늘 대파 감자 
삼계탕,120550,끓이기,닭 1마리| 마늘 20개 정도| 삼계탕재료셋트| 찹쌀 종이컵 1/2컵,1인분,초급,2시간이내,닭 마늘 
삼계탕까르보나라,549,기타,닭가슴살 150g| 양파 1/2개| 마늘 4쪽| 인삼 1뿌리| 파스타 면 1인분| 달걀 1알| 체다치즈 1장| 기름 2큰술  소금 15g| 후추 2작은술,1인분,초급,30분이내,치즈 닭 달걀 마늘 양파 파스타 
삼계탕백숙,8549,끓이기,닭고기 1마리| 마늘 30개| 무우 4조각| 쌀 600g  마늘 30개| 소금 1.5T| 조미료 약간,1인분,초급,60분이내,닭 마늘 무 
삼계탕파스타,603,끓이기,인삼 1뿌리| 닭안심(가슴살로 대체가능) 100g| 숏파스타 120g| 우유 200mL| 대파 1뿌리  소금 약간| 후춧가루 약간| 치킨스톡(선택) 1/2큰술,1인분,아무나,15분이내,닭 대파 우유 파스타 
삼색나물,54669,무침,무 1/2개  시금치 1단  데친고사리 200g정도  국간장 1TS| 마늘 조금| 참기름| 통깨 조금| 소금 약간  소금 0.7ts| 참기름| 통깨 조금씩  마늘 0.5ts| 국간장 1TS| 다시마멸치육수 1컵정도| 설탕| 통깨| 참기름 조금,1인분,아무나,60분이내,마늘 무 
삼색나물비빔밥,3946,비빔,쪽파 2개  시금치 146g| 다진마늘 1/2작은술| 소금 1작은술| 깨소금 1작은술| 참기름 1작은술| 다진 쪽파 소량  당근 119g| 소금 1작은술| 식용유| 다진마늘 0.5작은술| 참기름 소량  콩나물 168g| 쪽파 소량| 소금 1작은술| 다진마늘 1작은술| 참기름 0.5큰술| 깨소금 소량  고추장 1큰술| 참기름 1큰술| 삼색나물,1인분,초급,15분이내,콩나물 당근 마늘 고추 
삼색나물초밥,1153,비빔,밥 1공기| 시금치나물 조금| 고사리나물 조금| 도라지나물 조금| 무순 조금| 김 1/2장| 고추냉이 조금,1인분,초급,15분이내,고추 무 
삼색덮밥,2270,볶음,스팸 80g| 김치 적당량| 달걀 1개  후추 톡| 올리고당 1티스푼| 통깨 솔| 카놀라유,1인분,아무나,15분이내,달걀 김치 스팸 
삼색라면땅,2798,튀김,라면사리 1개| 튀김용기름  백설탕| 칠리소스| 파마산치즈가루,1인분,초급,10분이내,치즈 라면 
삼색버섯고기말이,4074,찜,소고기 200g| 숙주 300g| 삼색 버섯 1팩| 당근 100g| 파프리카 200g| 부추 50g| 깻잎 50g| 게맛살 100g  양조간장 2T| 물 1T| 식초 2T| 설탕 1T| 마늘 1T| 와사비 0.5T| 청양고추 50g| 파 50g| 후추 0.5T| 소금 0.5T| 맛술 1T,1인분,초급,30분이내,깻잎 당근 부추 마늘 숙주 파프리카 고추 소고기 
삼색비빔밥,313,비빔,밥 1공기| 삶은 시금치 1/2줌| 달걀 1개| 다진 소고기 100g  간장 1큰술| 설탕 0.7큰술| 참기름 1작은 술| 다진 마늘 약간  소금 약간| 참기름 1작은 술| 통 깨 1작은 술  고추장 3큰술| 참기름 2큰술| 설탕 1큰술| 청주 0.5큰술| 통깨 2작은 술| 다진 양파 1큰술| 다진 파 1큰술,1인분,초급,15분이내,달걀 마늘 양파 고추 소고기 
삼색샌드위치,3690,기타,식빵 4장| 오이 1/2개| 삶은달걀 2개| 샌드위치햄 1봉지  마요네즈 1T| 레몬즙 1/2T| 설탕 1t| 후추 약간,1인분,아무나,30분이내,오이 달걀 빵 
삼색소보로덮밥,28995,볶음,다진돼지고기 1/3밥공기 정도| 쪽파 4줄| 달걀 2개  간장 2T| 설탕 1T| 청주 3T| 물 2T| 소금 약간| 생강가루 약간,1인분,초급,30분이내,달걀 돼지고기 
삼색주먹밥,270,기타,밥 1공기| 오이 1개| 당근 1개| 치자단무지 1개| 방울토마토 5개| 상추 2장| 소금 1줌,1인분,중급,10분이내,당근 오이 상추 무 
삼색해물파전,10124,부침,해물야채믹스 1팩| 부침가루  녹차가루 1ts| 고추장 1ts,1인분,초급,30분이내,고추 
삼선우동,1385,끓이기,양파 1/4개60g| 쥬키니 1/4개90g| 당근 1/5개75g| 표고버섯 1개 25g| 죽순 15g| 청경채 1개 70g| 주꾸미 4마리 90g| 새우 4마리 80g| 조갯살 100g| 생면 1인분| 물 3종이컵 540ml| 달걀 1개| 맛술 1숟가락 10g| 간장 1/2숟가락5g| 치킨스톡 1숟가락 7g| 소금 약간| 후추 약간| 참기름 1숟가락 7g,1인분,아무나,30분이내,표고버섯 당근 달걀 양파 새우 
삼선짜장,96,끓이기,우동 사리면 210g| 짜장소스 200g| 달걀 1개  통깨 약간| 고춧가루 약간| 후추 약간,1인분,아무나,10분이내,달걀 
삼선짬뽕,6569,끓이기,전복 1개| 오징어 1/2마리| 중새우 1마리| 백 새우 5마리| 쭈꾸미 2마리| 갑오징어 1마리| 가리비 2개| 양파 1/4개| 배추 1잎| 청경채 1포기| 당근 약간| 표고버섯 1개| 죽순 편 4쪽| 양송이 1개  식용유 1큰술| 마른고추 5개| 다진마늘 1큰술| 대파채 1큰술| 고추가루 1큰술| 간장 1작은술| 굴소스 1작은술| 꽃소금 1티스푼| 치킨스톡 1큰술| 후추가루 약간,1인분,아무나,15분이내,표고버섯 오징어 당근 마늘 대파 배추 양파 배 고추 새우 
삼양쇠고기면,2152,끓이기,쇠고기면 1개,1인분,아무나,5분이내,소고기 
삼육구,841,굽기,인삼 다진 것 1숟가락| 쌈장 1숟가락  대패삼겹살(볶음밥용) 4줄| 양파 1/2개| 밥 1공기| 굴소스 0.5숟가락| 대패삼겹살 6줄  인삼 2뿌리| 고추장 2숟가락| 고춧가루 1숟가락| 설탕 1숟가락| 사과식초 1숟가락| 깨 조금,1인분,초급,30분이내,사과 양파 고추 
삼치강정,4119,튀김,삼치 1마리  생강술 1큰술| 허브소금 조금| 생강가루 조금  전분가루 2큰술| 튀김가루 1큰술  케찹 2큰술| 고추장 1큰술| 설탕 1큰술| 물엿 1큰술| 맛술 1큰술| 다진마늘 1/2큰술| 슬라이스 아몬드 1큰술,1인분,초급,30분이내,마늘 고추 
삼치구이,10253,굽기,삼치 1도막| 생강 갈아서 1작은술| 밀가루 1큰술| 레몬 1조각  천일염 약간| 통후추 약간| 오일 적당량,1인분,초급,30분이내,
삼치구이덮밥,768,굽기,삼치 살 100g| 전분가루 1스푼| 깻잎 3장| 버터 8g| 밥 1인분| 식용유 적당량  양파 1/2개| 대파 1/2대| 청양고추 1개| 홍고추 1/2개| 마늘 6~7알| 생강 2g  청주 1스푼| 소금 2꼬집| 생강가루| 후춧가루 약간씩  고춧가루 2/3스푼| 고추장 0.5스푼| 맛술 2스푼| 설탕 0.5스푼| 굴 소스 0.5스푼| 간장 1.5스푼| 물 6스푼,1인분,아무나,30분이내,깻잎 마늘 대파 양파 고추 
삼치데리야끼스테이크,1598,굽기,데리야끼 소스 20ml| 라임 1/3개| 순살 삼치 1토막| 버터 30g| 새송이버섯 1/4개| 양파 1/4개| 통마늘 4개| 실파 약간| 다진 마늘 1ts| 소금 약간| 통후추 약간| 유자 폰즈소스 5ml| 올리브유 10ml,1인분,초급,15분이내,마늘 새송이버섯 양파 
삼치무조림,22464,조림,삼치 1마리| 대파 1/2뿌리| 풋고추 2개  고추장 1큰술| 고춧가루 2큰술| 진간장 2.5큰술| 맛술 2큰술| 올리고당 2큰술| 다진 마늘 1큰술| 다진 파 1큰술| 물 적당량,1인분,중급,30분이내,마늘 대파 고추 
삼치밥,205,볶음,인삼 1뿌리| 파 1/2개| 김치 종이컵 1/2컵| 간장 2T| 설탕 1T| 고춧가루 1T| 밥 1공기| 치즈 60g,1인분,아무나,15분이내,치즈 김치 
삼치밥버거,953,굽기,삼치살 130g  밥| 파프리카 조금| 대파 조금| 달걀2| 소금1꼬집  맛술 2큰술| 후추 톡톡| 소금1꼬집  다진김치3큰술| 후추 톡| 올리고당 1티스푼| 고춧가루 1티스푼| 식용유 적당량,1인분,아무나,30분이내,달걀 대파 김치 파프리카 
삼치버섯덮밥,5171,굽기,삼치 1/4마리| 느타리버섯 1줌| 양파 1/4개| 대파 1/2대| 레몬 약간| 밥 1공기| 맛술 1숟가락| 소금 약간| 후추 약간  간장 3숟가락| 물 3숟가락| 올리고당 1숟가락| 맛술 2숟가락| 후추 약간| 다진 마늘 1/4숟가락,1인분,아무나,30분이내,마늘 대파 양파 
삼치비빔라면,766,비빔,손질된 삼치 1토막| 양파 1/2개| 월계수잎1  간장 2스푼| 올리고당 2스푼| 후추 톡| 생강즙 조금| 맛술1큰술| 물1컵  소주 2큰술| 후추 톡톡| 레몬즙 조금,1인분,아무나,15분이내,양파 
삼치살깻잎버터볶음밥,1231,볶음,삼치살 80g| 깻잎 8장| 통마늘 5쪽  천연무염버터 1큰술| 후추톡톡| 국내산새우젓,1인분,아무나,15분이내,깻잎 마늘 무 새우 
삼치살조림깻잎덮밥,655,조림,삼치살 100g| 깻잎| 양파 1개| 통마늘 5개  간장 2큰술 반| 올리고당 2큰술| 생강술 2큰술| 후추톡톡| 물1,1인분,아무나,15분이내,깻잎 마늘 양파 
삼치살죽,734,끓이기,삼치살 65g| 표고벗섯 15g| 당근20g| 애호박 30g| 밥1주걱  국간장 1| 소금| 맛술 2스푼| 물400ml,1인분,아무나,30분이내,당근 애호박 
삼치스테이크,64063,굽기,삼치 1/4조각| 맛술 1T| 버터 2T| 소금 약간| 후추 약간  간장 2T| 맛술 2T| 물 2T| 설탕 1T| 다진마늘 1/2T  레몬 1/2개| 쪽파 1개,1인분,아무나,30분이내,마늘 
삼치오차즈케,1866,굽기,삼치 1/3마리| 실파 1뿌리| 표고버섯 분말 2T| 볶은깨 2T| 허브솔트 2t| 감태 3장| 밥새우 20g| 밥 1공기| 녹차 잎 2T,1인분,아무나,15분이내,표고버섯 새우 
삼치유자까스,206,튀김,삼치 1마리| 채 썬 양배추 20g| 밀가루 50g| 달걀 1개| 빵가루 50g| 흰밥 1공기| 감자 1개| 단무지 조금| 김치 조금| 마요네즈 2큰술| 유자청 1큰술| 소금 약간| 후추 약간,1인분,초급,60분이내,양배추 달걀 김치 배추 배 감자 무 
삼치조림,6734,조림,조림용 삼치 1마리| 무 1/5개| 감자 1개| 고추 조금  간장 2스푼| 다진마늘 1스푼| 고춧가루 3.5스푼| 맛술 2스푼| 청주 1스푼| 올리고당 1스푼| 물 300ml,1인분,초급,30분이내,마늘 고추 감자 무 
삼치찜,16419,찜,삼치 1마리| 마늘 4쪽| 대파 1/2뿌리  맛술 2큰술| 진간장 3큰술| 고춧가루 1큰술| 송송 썬 쪽파 약간| 다진 마늘 약간| 통깨 약간| 참기름 1작은술,1인분,중급,30분이내,마늘 대파 
삼치차슈동,2787,튀김,삼치 1마리| 달걀 1개| 쪽파 50g| 밀가루 50g| 소금 약간| 액젓 1/2숟가락  간장 100ml| 물 100ml| 올리고당 1숟가락| 맛술 1숟가락| 식초 1숟가락| 건고추 1개| 생강 약간| 대파 약간,1인분,초급,30분이내,달걀 대파 고추 
삼치피자전,454,굽기,삼치2토막| 청피망 10g| 홍피망 10g| 양파 10g| 모짜렐라치즈 취향껏| 체다치즈 취향껏  맛술2큰술| 후추 톡톡| 소금1꼬집  버터 1티스푼| 케찹 1+1/2큰술,1인분,아무나,30분이내,치즈 양파 
삼합,3687,굽기,삼겹살 2줄| 알배추 7잎| 깻잎 5장| 맛술 1큰술  고추장 1/2큰술| 매실청 1큰술| 다진마늘 1작은술| 간장 1작은술| 고추가루 1큰술| 참치액 1작은술| 생강청 1작은술| 후추 약간,1인분,아무나,10분이내,깻잎 마늘 배추 배 고추 
삼합소고기말이,2221,굽기,소고기 등심 50g| 소고기안심 150g| 관자 30g| 마늘종 5g| 표고버섯 15g| 빨간색 파프리카 5g| 세발나물 20g| 샬롯 10g| 컬리플라워 15g| 앤다이브 10g| 육쪽마늘 1개| 감자 30g| 생크림 2T  고추장 1T| 들깨가루 1T| 영양부추 약간| 식초 1/2T| 설탕 1/2T| 물 1T  구운 잣 약간| 그라노파다노치즈 약간| 메추리알 1개| 와사비 약간  국간장 1t| 참기름 1t| 다진마늘 2t  올리브오일 1T| 간장 1/2T| 파프리카가루(고춧가루) 1t| 레몬즙 2t| 강황가루 1t,1인분,고급,90분이내,표고버섯 치즈 부추 마늘 파프리카 고추 소고기 감자 메추리알 
상어고기전,3410,부침,상어고기(돔배기)| 밀가루| 달걀| 소금1꼬집,1인분,아무나,10분이내,달걀 배 
상추겉절이,41174,무침,상추| 고춧가루| 간장| 식초| 매실액| 마늘| 참기름| 통깨,1인분,아무나,15분이내,마늘 상추 
상추겉절이덮밥,2648,무침,대파 조금| 간장 2스푼| 고추가루 조금| 깨소금 조금| 참기름 조금| 밥 1공기| 달걀 1개| 상추 먹을만큼,1인분,초급,5분이내,달걀 대파 상추 고추 
상추나물,3389,데치기,상추 200g| 다진 마늘 1/2Ts| 간장 1Ts| 참기름 1ts,1인분,아무나,10분이내,마늘 상추 
상추나물무침,5112,무침,상추 200g| 대파 10g  된장 0.5 큰술| 마늘 1 작은술| 참기름 0.5 작은술| 올리고당 0.5 작은술| 깨소금 1 작은술,1인분,아무나,10분이내,마늘 대파 상추 
상추된장찌개,1506,끓이기,무 100g| 멸치육수 500ml| 상추 50g| 감자 1개| 두부 1/4모| 다진 마늘 1Ts| 된장 2Ts| 고춧가루 1/2Ts,1인분,아무나,15분이내,마늘 상추 감자 무 두부 
상추무침,9453,무침,상추 1줌| 양파 1/4개| 배 1/4개| 고추가루 1T| 간장 0.5T| 참기름 0.5T| 깨소금 0.5T| 다진마늘 0.5T,1인분,초급,5분이내,마늘 상추 양파 배 고추 
상추볶음,6264,볶음,상추 100g| 청양고추 1개| 식용유 2Ts| 다진 마늘 1Ts| 굴소스 1Ts| 설탕 1/2Ts,1인분,아무나,10분이내,마늘 상추 고추 
상추비빔밥,106572,비빔,참치캔 1개| 고추장 1.5큰술| 간장 1큰술| 물엿 1큰술| 토마토케첩 1큰술| 참기름 0.5큰술| 후추 1꼬집  밥 2/3공기| 상추 5장| 달걀 1개| 참치쌈장 적당량,1인분,아무나,10분이내,달걀 상추 고추 참치캔 
상추샐러드,7800,무침,상추 100g| 양파 1/4개  발사믹식초 3Ts| 매실액 2Ts| 소금 약간| 다진 마늘 1/2Ts| 올리브오일 2Ts,1인분,아무나,10분이내,마늘 상추 양파 
상추쌈,616,기타,밥1공기| 쌈채소 적당| 후리가께 2술| 청양홍고추1개| 들기름 또는 참기름1큰술| 통깨 적당,1인분,아무나,10분이내,고추 
상추쌈밥,97803,기타,참치통조림 (150g) 1캔| 양파 1/4개| 파 1뿌리| 다진마늘 1/2큰술| 고추장 2큰술| 고춧가루 1큰술| 매실청 1큰술| 꿀 1큰술| 맛술 1큰술| 간장 1큰술| 통깨 1큰술  상추 15~20장| 밥 1공기| 소금 적당량| 깨 1/2큰술| 참기름 1/2큰술,1인분,초급,30분이내,마늘 상추 양파 고추 
상추전,3104,부침,상추 10장정도| 당근 소량| 달걀 1개| 부침가루 1컵정도| 소금 1꼬집,1인분,초급,15분이내,당근 달걀 상추 
상추주먹밥,24871,기타,상추| 밥| 참기름| 후라가께| 고추참치 1캔,1인분,아무나,15분이내,상추 고추 
상추참치비빔밥,1322,비빔,상추 10장| 당근 1/5개| 양파 1/2개| 고춧가루 1T| 설탕 0.5T| 간장 1T| 참기름 0.9T| 다진마늘 0.3T| 깨 조금| 달걀 1-2개| 참치 1작은캔| 밥 1공기,1인분,아무나,5분이내,당근 달걀 마늘 상추 양파 
상추치커리양파샐러드,37204,무침,상추| 치커리| 양파  시판 무지방 오리엔탈 샐러드 드레싱 2스푼| 고춧가루 1스푼| 참기름 약간,1인분,아무나,10분이내,상추 양파 무 
상추튀김,1292,튀김,오징어 1마리| 다진 당근 2큰술| 다진 파 2큰술| 다진 양파 2큰술| 튀김가루 2/3컵| 물 2/3컵| 달걀 1개  진간장 6큰술| 물 6큰술| 맛술 4큰술| 식초 2큰술| 양파 1/4개| 풋고추 2개,1인분,아무나,30분이내,오징어 당근 달걀 양파 고추 
